163,318,Сладкая Темпура,"Сырная лепешка, рис, ананас, сливочный сыр, сахарная пудра, кляр, сухари-панко (8шт)",190,Роллы Темпура,https://susi.pizza/wp-content/uploads/2022/05/sladkaya-tempura-scaled-1.jpg
164,303,Луковый лосось,"Рис,лосось, огурец, сливочный сыр, лук-фри, кляр-панко (8шт)",250,Роллы Темпура,https://susi.pizza/wp-content/uploads/2022/05/lukovyj-losos-scaled-1.jpg
165,302,Деревенская Темпура,"Рис, копченая курица, сливочный сыр, лук-фри, кляр, сухари-панко (8шт)",220,Роллы Темпура,https://susi.pizza/wp-content/uploads/2022/05/derevenskaya-tempura-scaled-1.jpg
166,319,Гавайская темпура,"Рис, ананас, сливочный сыр , копченная курица, кляр, сухари-панко (8шт)",250,Роллы Темпура,https://susi.pizza/wp-content/uploads/2022/05/gavajskaya-tempura-scaled-1.jpg
167,301,Белая темпура,"Рис, печёный тилапия, сливочный сыр, огурец, кляр, сухари-панко (8шт)",230,Роллы Темпура,https://susi.pizza/wp-content/uploads/2022/05/belaya-tempura-scaled-1.jpg
174,211,Дракон,"Рис, сливочный сыр, жаренный угорь в сладком соусе, огурец, икра-масаго",320,Роллы,https://susi.pizza/wp-content/uploads/2022/05/drakon-scaled-1.jpg
175,241,Хосомаки Угорь,"Рис, угорь, соус Унаги, кунжут.",280,Роллы,https://susi.pizza/wp-content/uploads/2022/05/hosomaki-ugor-scaled-1.jpg
176,112,Парус,"Филка, Рыбоноька, Темпура Кура, Темпура в шапочке, Паблос, Сырный-сырный",1600,Наборы,https://susi.pizza/wp-content/uploads/2022/05/parus-scaled-1.jpg
177,109,Радуга,"Филка, Рыбонька, Темпура Кура, Темпура  в шапочке, Паблос, Сырный-сырный (49шт)",1400,Наборы,https://susi.pizza/wp-content/uploads/2022/05/raduga-scaled-1.jpg
178,304,Норман,"Рис, омлет, огурец, сливочный сыр, икра-масаго, кляр, сухари панко.",250,Роллы Темпура,https://susi.pizza/wp-content/uploads/2022/05/norman-scaled-1.jpg
179,312,Темпура креветка,"Рис, креветка, сливочный сыр, омлет, кляр, сухари-панко",300,Роллы Темпура,https://susi.pizza/wp-content/uploads/2022/05/tempura-krevetka-scaled-1.jpg
180,606,"BonAqua 1 литр, газированная",,60,Напитки,https://susi.pizza/wp-content/uploads/2022/05/ggy-ei_nqwg.jpg
188,607,"BonAqua 1 литр, не газированная",,60,Напитки,https://susi.pizza/wp-content/uploads/2022/05/gsf0fvwjqws.jpg
189,612,"Coca-Cola 0,33 литра",,40,Напитки,https://susi.pizza/wp-content/uploads/2022/05/yjwaxqbfuhc.jpg
